westernize_nation_desc_NEWS_LONG;$COUNTRY$ is under intellectual assault by modernity of Western World. The old traditions no longer serve as they used to. Western influences spread like wildfire. If the locals are to remain what they always have been, and not become something else entirely, now is the time to assume control of their own destiny. It has become apparent to the leading members of the intellectual elite, that the only way to turn the tide on the Western Leviathan is to swim with it, for, as Sun Tzu says: The reed that bends before the wind, also offers a form of resistance.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Alte Traditionen verlieren ihren Einfluss und westliche Eindrücke verbreiten sich rasend. Wenn die Einwohner ihre Kultur erhalten wollen, so müssen sie die Kontrolle über ihr Schicksal zurückerlangen. Führende Mitglieder der intellektuellen Elite erkennen, dass ihre beste Chance darin besteht, mit dem westlichen Leviathan mitzuschwimmen. Wie Sun Tzu schon sagte: Das Schilf biegt sich im Winde, aber es bricht nicht.;;;;;;;;;;;x;
westernize_nation_desc_NEWS_MEDIUM;$COUNTRY$ is under intellectual assault by the modernity of Western World. The old traditions no longer serve as they used to. Western influences spread like wildfire. The only way to turn the tide on the Western Leviathan is to swim with it.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Alte Traditionen verlieren ihren Einfluss und westliche Eindrücke verbreiten sich rasend. Die beste Chance besteht darin, mit dem westlichen Leviathan mitzuschwimmen. ;;;;;;;;;;;x;
westernize_nation_desc_NEWS_SHORT;$COUNTRY$ is under intellectual assault by the modernity of Western World. The only way to turn the tide on the Western Leviathan is to swim with it.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Die beste Chance besteht darin, mit dem westlichen Leviathan mitzuschwimmen. ;;;;;;;;;;;x;
EVTDESC14600_NEWS_LONG;It is unclear if there was, perhaps, something in the air that year. Some maintained it was nothing but a series of unfortunate coincidences - a convergence of catastrophes, if you will - but, whatever had caused it, $YEAR$ saw a wave of unrest spreading through the $COUNTRY_ADJ$ colonies like wildfire through a dry brushland. A wave of unrest shakes $COUNTRY_ADJ$ colonies, and they must decide on how to handle it. Concessions to the natives will come at the price of a serious loss of international face, but can they handle not giving them?;;Vielleicht lag in diesem Jahr etwas in der Luft. Manche sagen, es war nur eine Anreihung von unglücklichen Zufällen, eine Katastrophenwelle sozusagen, doch woran auch immer es lag, $YEAR$ erlebte eine Welle der Unruhe in den $COUNTRY_ADJ$ Kolonien, die wie ein Lauffeuer durch trocknes Buschland fegte. Die $COUNTRY_ADJ$ Kolonie müssen entscheiden, wie sie damit umgehen. Zugeständnisse an die Eingeborenen würden sie das Gesicht vor der Welt verlieren lassen, doch können sie es sich leisten, nichts zu tun?;;;;;;;;;;;x;
EVTDESC14600_NEWS_MEDIUM;It is unclear if there was, perhaps, something in the air that year. Whatever had caused it, $YEAR$ saw a wave of unrest spreading through the $COUNTRY_ADJ$ colonies like wildfire through a dry brushland.;;Vielleicht lag in diesem Jahr etwas in der Luft. Woran auch immer es lag, $YEAR$ erlebte eine Welle der Unruhe in den $COUNTRY_ADJ$ Kolonien, die wie ein Lauffeuer durch trocknes Buschland fegte.;;;;;;;;;;;x;
EVTDESC14600_NEWS_SHORT;A wave of unrest shakes $COUNTRY_ADJ$ colonies, and they must decide on how to handle it. Any concessions to the natives will come at the price of a serious loss of international face.;;Unruhen erschüttern die $COUNTRY_ADJ$ Kolonien und sie müssen entscheiden, was zu tun ist. Zugeständnisse an die Eingeborenen würden sie das Gesicht vor der Welt verlieren lassen.;;;;;;;;;;;x;
EVTDESC14670_NEWS_LONG;$COUNTRY$ is in shock, as a major European newspaper published a report today on the conditions in one of her colonies. Brutal mistreatment of natives, corporeal punishment and repeated instances of bodily mutilation have all been established means of maintaining the colonial order in the colony, in mines and on plantations, which have all been kept outside the influence of the Colonial Office through an elaborate system of bribes and corruption.;;$COUNTRY$ steht unter Schock, nachdem eine große europäische Zeitung heute von den Bedingungen in einer der Kolonien berichtete. Misshandlungen der Einwohner, Zuchtstrafen und Verstümmelungen wurden zur Kontrolle der Kolonie, auf Plantagen und in Minen eingesetzt. Bestechung und Korruption verhinderten das Eingreifen des Kolonialministeriums.;;;;;;;;;;;x;
EVTDESC14670_NEWS_MEDIUM;$COUNTRY$ is in shock, as a major European newspaper published a report today on the conditions in one of her colonies. Brutal mistreatment of natives, corporeal punishment and repeated instances of mutilation have all been established means of maintaining the colonial order.;;$COUNTRY$ steht unter Schock, nachdem eine große europäische Zeitung heute von den den Bedingungen in einer der Kolonien berichtete. Misshandlungen der Einwohner, Zuchtstrafen und Verstümmelungen wurden zur Kontrolle der Kolonie eingesetzt.;;;;;;;;;;;x;
EVTDESC14670_NEWS_SHORT;$COUNTRY$ is in shock, as a major European newspaper published a report today on the conditions in one of her colonies proving brutal mistreatment of natives.;;$COUNTRY$ steht unter Schock, nachdem eine große europäische Zeitung heute von den Bedingungen in einer der Kolonien berichtete und Misshandlungen nachwies.;;;;;;;;;;;;x
EVTDESC14740_NEWS_LONG;With the competition for colonies constantly increasing, as European nations scramble for Africa and the World, $COUNTRY$ has done well for itself. One $COUNTRY_ADJ$ colony has, in the past few years, become internationally recognized as the model of a well managed European colony, and the attention that this colony has garnered for $COUNTRY_ADJ$ colonial policy, in the parliaments and courts of Europe, is proving a wonderful boon for $COUNTRY_ADJ$ research and international prestige.;;Im kolonialen Wettstreit der europäischen Nationen in Afrika und der Welt steht $COUNTRY$ gut da. Eine $COUNTRY_ADJ$ Kolonie gilt in den letzten Jahren weltweit als Modell für eine gute Führung. Die weltweite Aufmerksamkeit für die $COUNTRY_ADJ$ Kolonialpolitik in den Parlamenten und bei den Hofstaaten Europas erweist sich als außerordentlich hilfreich in der $COUNTRY_ADJ$ Forschung und internationalen Anerkennung.;;;;;;;;;;;x;
EVTDESC14740_NEWS_MEDIUM;One $COUNTRY_ADJ$ colony has become internationally recognized as the model of a well managed European colony, and the attention that this colony has garnered for $COUNTRY_ADJ$ colonial policy, is proving a wonderful boon for $COUNTRY_ADJ$ research and international prestige.;;Eine $COUNTRY_ADJ$ Kolonie gilt weltweit als Modell für eine gute europäische Führung und die Aufmerksamkeit für die $COUNTRY_ADJ$ Kolonialpolitik erweist sich als außerordentlich hilfreich in der $COUNTRY_ADJ$ Forschung und internationalen Anerkennung.;;;;;;;;;;;x;
EVTDESC14740_NEWS_SHORT;One $COUNTRY_ADJ$ colony has, in the past few years, become internationally recognized as the model of a well managed European colony gaining a lot of international attention.;;Eine $COUNTRY_ADJ$ Kolonie wird seit einigen Jahren weltweit für seine gute europäische Führung anerkannt und erlangt internationale Aufmerksamkeit.;;;;;;;;;;;x;
EVTDESC22010_NEWS_LONG;The idea of isolating offenders and breachers of the public peace from society is probably as old as time itself. Many classical systems of justice included banishment from the realm as a last resort type of punishment, reserved for serious crimes and offences, and such punishment was not seldom considered worse than a death penalty. With the growth of the European colonial empires during the 18th and 19th centuries, these ideas received a modern incarnation in the form of the penal colony. $COUNTRY$ is currently considering establishing such institutions.;;Die Idee, Straftäter und Störer des öffentlichen Friedens von der Gesellschaft zu isolieren, ist so alt wie die Menschheit. Viele klassische Justizsysteme nutzten die Verbannung als letztes Strafmittel, die für schwere Straftaten und Vergehen reserviert war, und nicht selten galt solch eine Strafe schlimmer als der Tod. Mit dem Wachstum der europäischen Kolonien im 18. und 19. Jahrhundert erfuhr die Verbannung eine moderne Verkörperung in Form einer Strafkolonie. $COUNTRY$ erwägt zur Zeit die Einrichtung solcher Institutionen.;;;;;;;;;;;x;
EVTDESC22010_NEWS_MEDIUM;With the growth of the European colonial empires during the 18th and 19th centuries, the ideas of isolating offenders and breachers of public peace received a modern incarnation in the form of the penal colony. $COUNTRY$ is currently considering establishing a penal colony.;;Mit dem Wachstum europäischer Kolonien im 18. und 19. Jahrhundert erfuhr die Verbannung als Strafe für Straftaten und Störer des öffentlichen Friedens eine moderne Verkörperung in Form einer Strafkolonie. $COUNTRY$ erwägt zur Zeit die Einrichtung solch einer Kolonie.;;;;;;;;;;;x;
EVTDESC22010_NEWS_SHORT;The idea of isolating offenders and breachers of the public peace from society is probably as old as time itself. $COUNTRY$ is currently considering establishing of a penal colony.;;Die Idee, Straftäter und Störer des öffentlichen Friedens von der Gesellschaft zu isolieren, ist so alt wie die Menschheit. $COUNTRY$ erwägt zur Zeit die Einrichtung einer Kolonie.;;;;;;;;;;;x;
EVTDESC19010_NEWS_LONG;$CAPITAL$, $COUNTRY$: A Showcase of Imperial Glory has been announced by the government of $COUNTRY$. The event will involve the $FROMCOUNTRY_ADJ$ army and navy parading through the streets of $CAPITAL$ showing off their shiny buttons and tight trousers, but also demonstrating new technological advancements in the field of armaments. Prestigious cultural paraphernalia will also be in evidence, and it cannot be denied that the $FROMCOUNTRY_ADJ$s do have a knack for literature, music and the arts. It is not yet known if foreign dignitaries will be invited to the event.;;$CAPITAL$, $COUNTRY$: Eine Demonstration imperialer Größe wurde von der Regierung in $COUNTRY$ angekündigt. Das Ereignis wird die $FROMCOUNTRY_ADJ$ Armee und Marine mit Paraden in voller Montur durch die Straßen von $CAPITAL$ einbeziehen und auch neue Technologien und Verbesserungen im Rüstungswesen vorstellen. Auch glanzvolles, kulturelles Zubehör wird es zu sehen geben, und keinen Zweifel am $FROMCOUNTRY_ADJ$ Talent in Literatur, Musik und Kunst lassen. Einladungen ausländischer Würdeträger wurde noch nicht bestätigt.;;;;;;;;;;;x;
EVTDESC19010_NEWS_MEDIUM;$CAPITAL$: A Showcase of Imperial Glory has been announced by $COUNTRY$. The event will involve the $FROMCOUNTRY_ADJ$ military parading through $CAPITAL$ demonstrating technological advancements in the field of armaments. Prestigious cultural paraphernalia will also be in evidence.;;$CAPITAL$, $COUNTRY$: Eine Demonstration imperialer Größe wurde von der Regierung $COUNTRY$s angekündigt. Sie wird $FROMCOUNTRY_ADJ$ Militärparaden durch $CAPITAL$ einbeziehen und techn. Verbesserungen im Rüstungswesen vorstellen. Auch kultureller Fortschritt wird zu sehen sein.;;;;;;;;;;;x;
EVTDESC19010_NEWS_SHORT;$CAPITAL$, $COUNTRY$: A Showcase of Imperial Glory has been announced by the government of $COUNTRY$. Sources say that it is not yet known if foreign dignitaries will be invited to the event.;;$CAPITAL$, $COUNTRY$: Eine Demonstration imperialer Größe wurde von der Regierung $COUNTRY$s angekündigt. Eine Einladung ausländischer Würdeträger wurde noch nicht bestätigt.;;;;;;;;;;;x;
EVTDESC19355_NEWS_LONG;Geopolitical scholars held a symposium last week and came to broad agreement that rises in nationalist sentiment, military pride and new and fearsome weapons of war mean that future conflicts involving many great powers are likely to fall into an entirely new category called ‘great wars’. It is likely that greater territorial changes, humiliations and national liberations will feature, though outright annexations are still considered to be unlikely. Will man’s stubbornness, ingenuity and violent nature lead to the very destruction of the earth? Only time will tell.;;Geopolitische Gelehrte stimmten letzte Woche mehrheitl. überein, dass das Erstarken nationaler Stimmungen, milit. Stolzes und neuer, schrecklicher Kriegswaffen dazu führen werden, dass künftige Konflikte der Großmächte wahrscheinlich zur neuen Kategorie der 'Großen Kriege' führen können. Es wird erwartet, das größere Territorialänderungen, Beschämungen und nationale Befreiungen auftreten, auch wenn direkte Übernahmen unwahrscheinlich sind. Wird die Sturheit, der Erfindergeist und die Gewalttätigkeit der Menschheit zur Zerstörung der Erde führen? Die Zeit wird es zeigen.;;;;;;;;;;;x;
EVTDESC19355_NEWS_MEDIUM;Geopolitical scholars held a symposium last week and came to broad agreement that new and fearsome weapons of war mean that future conflicts involving great powers are likely to fall into an entirely new category called great wars. Greater territorial changes seem likely now.;;Geopolitische Gelehrte stimmten letzte Woche mehrheitl. überein, dass neue Kriegswaffen dazu führen werden, dass künftige Konflikte der Großmächte wahrscheinlich zur neuen Kategorie der 'Großen Kriege' führen können. Größere Territorialänderungen werden wahrscheinlicher.;;;;;;;;;;;x;
EVTDESC19355_NEWS_SHORT;Geopolitical scholars held a symposium last week and came to agreement that future conflicts involving many great powers are likely to fall into an entirely new category called ‘great wars’.;;Geopolitische Gelehrte stimmten letzte Woche mehrheitl. überein, dass künftige Konflikte der Großmächte zur neuen Kategorie der 'Großen Kriege' führen könnten.;;;;;;;;;;;x;
